Num_Acc,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
201500000001,3,239,,,2,02,0,0,0,0,1,059,000,2,0,1,00
201500000002,3,41,,,2,02,11,300,0,1,3,000,075,1,0,1,99
201500000003,3,41,,,2,00,,,0,0,1,000,075,1,0,1,99
201500000004,4,0,,,2,00,,,0,1,1,000,059,1,0,1,99
201500000005,3,239,,,2,00,,,0,1,1,000,059,1,0,1,99
201500000006,3,141,,,2,02,12,670,0,1,1,000,065,2,0,1,99
201500000007,3,941,,,2,02,,,0,1,2,000,000,1,0,1,99
201500000008,3,22,,A,2,00,,,0,1,1,000,045,1,0,1,00
201500000009,3,1,,,2,02,,,0,0,0,000,064,1,5,1,00
201500000010,4,,,,2,02,,,0,1,1,000,058,1,0,0,99
201500000011,3,94,,,2,01,0,0,0,1,0,000,000,1,0,1,00
201500000012,4,,,,2,02,,,0,0,1,000,120,1,0,1,99
201500000013,3,90,,,2,00,,,0,1,3,000,070,1,0,1,00
201500000014,3,145,,,2,00,,,0,0,1,066,000,0,0,0,99
201500000015,3,917,,,2,02,,,0,1,1,000,070,1,0,1,99
201500000016,4,0,,,2,02,,,0,1,2,000,063,1,0,3,00
201500000017,3,120,,,2,02,0,0,0,0,1,070,000,2,0,1,03
201500000018,3,354,,,2,00,2,400,0,1,1,000,070,1,0,1,99
201500000019,3,120,,,2,01,7,770,0,0,1,013,060,1,0,1,99
201500000020,3,300,,,2,02,5,690,0,0,1,000,075,2,0,1,99
201500000021,3,131,,,2,02,5,850,0,1,1,000,064,1,5,1,99
201500000022,4,0,,,0,00,,,0,1,3,000,025,1,0,3,00
201500000023,3,17,,,2,00,,,0,1,1,000,031,1,0,1,00
201500000024,3,212,,,2,02,5,650,0,3,2,000,072,1,0,1,99
201500000025,3,1,,,2,00,,,0,0,1,000,050,1,0,1,00
201500000026,3,2,,,2,02,10,800,0,1,1,000,070,2,0,1,00
201500000027,3,300,,,2,02,1,55,0,1,1,000,075,1,0,1,99
201500000028,3,928,,,2,00,0,0,0,1,2,000,000,2,0,1,00
201500000029,4,0,,,2,00,0,0,0,1,1,000,000,2,0,1,00
201500000030,3,18,,,2,00,0,0,0,1,1,000,062,2,0,1,00
201500000031,4,0,,,2,00,0,0,0,1,3,000,060,1,0,4,99
201500000032,3,928,,,2,00,0,0,0,1,3,000,000,2,0,1,00
201500000033,3,37,,,2,00,6,900,0,0,1,000,049,1,0,1,00
201500000034,3,55,,,2,02,,,0,1,4,000,060,1,0,1,99
201500000035,3,17,,,2,00,,,0,1,1,000,062,1,0,1,00
201500000036,3,17,,,2,02,,,0,1,2,000,065,1,0,1,99
201500000037,3,17,,,2,02,26,350,0,1,1,000,053,1,0,1,00
201500000038,6,0,,,0,00,,,0,0,0,000,000,1,0,4,99
201500000039,3,916,,,2,02,0,0,0,1,1,000,071,1,0,1,00
201500000040,3,161,,,2,02,0,0,0,1,1,000,069,1,0,1,00
201500000041,3,122,,,2,02,0,0,0,1,2,000,060,1,0,1,00
201500000042,3,933,,,2,02,0,0,0,1,1,000,060,1,0,1,00
201500000043,3,122,,,2,02,0,0,0,1,1,000,052,2,0,3,00
201500000044,3,943,,,2,01,58,450,0,2,4,000,078,1,0,3,99
201500000045,3,138,,,2,02,14,200,0,1,1,000,066,1,5,1,00
201500000046,3,26642,,,2,02,19,0,0,1,1,000,066,1,0,3,00
201500000047,3,642,,,2,02,,,0,1,1,000,070,1,0,1,00
201500000048,3,642,,,2,00,,,0,1,1,000,084,1,0,1,00
201500000049,3,53,,,2,00,700,0,0,1,1,000,050,1,0,1,99
201500000050,3,943,2,,2,02,5,500,0,1,1,000,064,2,0,1,00
201500000051,3,916,,,2,00,8,200,0,1,1,000,065,1,0,1,03
201500000052,4,1,,,2,02,,,0,2,1,000,000,1,2,1,00
201500000053,3,122,,,2,02,5,200,0,0,2,000,050,2,0,3,00
201500000054,3,943,,,2,00,,,0,0,1,000,073,1,0,3,00
201500000055,3,946,,,2,02,11,0,0,1,1,000,063,1,0,1,99
201500000056,3,1,,,2,00,0,0,0,1,1,000,000,1,6,1,99
201500000057,3,139,,,2,00,8,900,0,1,1,000,052,1,0,1,99
201500000058,3,69,,,2,00,,,0,2,3,000,049,1,0,3,99
201500000059,3,945,,,2,02,0,0,0,1,1,000,000,1,0,1,99
201500000060,3,945,,,2,02,,,0,1,1,000,069,1,0,3,99
