Num_Acc,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
201400000001,3,41,,,2,00,0,0,0,1,1,000,060,1,0,1,00
201400000002,3,41,,,2,02,0,0,0,1,2,000,062,1,0,4,99
201400000003,3,39,,,2,00,0,0,0,1,1,000,060,1,0,1,99
201400000004,3,41,,,2,02,0,800,0,0,1,000,060,1,0,1,99
201400000005,3,141,,,2,00,0,0,0,0,2,000,000,2,0,0,00
201400000006,2,47,,,3,02,0,0,0,0,1,000,000,2,0,1,99
201400000007,4,0,,,2,01,0,0,0,0,2,000,000,6,0,1,99
201400000008,3,145,,,2,02,0,281,0,1,3,000,000,1,5,1,99
201400000009,3,141,,,2,02,0,0,0,1,1,000,000,1,0,1,00
201400000010,4,0,,,2,02,0,0,0,1,4,000,000,2,0,3,99
201400000011,3,917,,,2,02,0,0,3,1,1,000,080,2,0,1,00
201400000012,3,54,,,2,02,0,0,0,1,1,000,063,1,0,1,00
201400000013,3,549,,,2,02,0,0,0,1,0,000,077,1,0,1,00
201400000014,3,549,,,2,01,0,0,0,1,1,000,100,1,0,1,00
201400000015,3,549,,,2,02,0,0,0,2,1,000,075,2,0,1,99
201400000016,3,120,,,2,00,0,0,0,3,1,000,000,7,0,1,99
201400000017,3,54,,,2,02,5,329,0,1,0,000,049,2,0,0,00
201400000018,3,8,,,2,01,9,110,0,1,1,000,071,1,0,1,99
201400000019,4,,,,,,,,,,,,,,,,
201400000020,3,954,,,2,02,0,0,0,2,4,033,000,1,0,1,00
201400000021,3,917,,,2,02,0,0,2,1,3,000,094,1,5,1,99
201400000022,3,54,,,2,01,1,730,0,1,1,000,062,1,0,1,99
201400000023,3,17,,,2,02,10,863,0,0,1,000,000,1,0,1,99
201400000024,3,300,,,2,02,3,500,0,0,1,000,074,1,0,1,99
201400000025,3,2,,,3,02,9,271,1,2,2,000,074,2,0,1,99
201400000026,3,300,,,3,02,1,100,0,1,1,000,066,1,0,1,99
201400000027,3,1,,,3,02,28,0,0,0,1,000,056,1,0,1,99
201400000028,3,131,2,B,2,00,0,380,0,0,1,000,076,1,5,1,99
201400000029,3,2,2,,2,00,2,200,0,0,1,000,070,1,0,1,99
201400000030,4,0,,,2,01,0,0,0,1,1,000,040,2,0,1,00
201400000031,3,916,,,2,02,35,200,0,1,1,000,056,1,0,3,99
201400000032,4,0,,,2,02,0,0,0,1,1,000,065,1,0,1,00
201400000033,4,0,,,2,02,0,0,0,1,1,000,055,1,0,1,00
201400000034,4,0,,,2,01,0,0,0,1,1,000,030,0,0,3,00
201400000035,3,916,,,2,00,0,0,0,1,1,000,070,1,0,4,00
201400000036,3,17,,,2,02,31,300,0,1,1,000,065,2,0,1,00
201400000037,3,188,,,2,02,0,0,0,1,1,000,061,1,0,3,00
201400000038,3,53,,,2,02,3,300,0,2,2,000,065,1,2,1,00
201400000039,3,122,,,2,01,3,400,0,2,1,032,000,1,0,0,00
201400000040,3,138,,,2,02,20,490,0,0,2,000,061,1,0,3,00
201400000041,3,238,,,0,02,6,600,0,1,1,000,048,1,0,1,00
201400000042,3,933,,,2,02,37,655,0,1,1,000,060,1,0,1,99
201400000043,3,406,,,2,02,5,0,0,1,2,000,060,2,0,4,00
201400000044,4,0,,,2,00,0,0,0,1,3,000,040,1,0,1,00
201400000045,3,2642,,,2,00,5,432,0,1,3,044,116,2,5,3,00
201400000046,3,69,,,2,02,0,0,0,1,1,000,065,1,0,1,03
201400000047,3,18,,,2,02,20,620,0,1,1,000,059,1,0,1,00
201400000048,3,642,,,2,02,0,0,0,1,3,000,075,1,0,1,00
201400000049,3,18,,,2,00,21,900,0,1,0,000,055,7,0,1,99
201400000050,3,947,,,2,00,3,0,2,1,1,078,000,2,0,1,99
201400000051,3,122,,,2,02,23,700,0,1,1,000,000,1,0,1,00
201400000052,3,122,,,2,00,26,500,0,1,1,000,056,1,0,3,00
201400000053,3,18,,,2,01,0,0,0,1,1,000,000,2,0,1,99
201400000054,3,945,,,2,02,3,240,0,1,3,000,060,1,0,1,99
201400000055,3,122,,,2,02,5,950,0,1,1,000,000,1,0,1,03
201400000056,3,23,,C,2,01,2,688,0,1,1,000,057,1,0,0,99
201400000057,3,946,,,2,02,8,825,0,1,1,000,060,1,0,1,99
201400000058,4,0,,,2,00,0,0,0,1,0,000,075,1,0,1,99
201400000059,3,947,,,2,02,6,530,0,0,1,000,000,1,0,3,99
201400000060,3,23,,,2,00,7,450,0,1,2,000,000,2,0,1,00
201400000061,3,38,,,,,5,455,,,,,,,,,
