Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
201400000001,0,33,000,00,2,1,01,A01
201400000001,0,07,000,00,0,6,15,B02
201400000002,0,07,000,01,0,7,13,A01
201400000003,0,02,000,00,2,1,01,A01
201400000003,0,07,000,00,2,7,15,B02
201400000004,0,07,000,00,2,1,13,A01
201400000004,0,38,000,00,2,1,00,B02
201400000005,0,07,000,00,2,2,13,B02
201400000005,0,07,000,00,2,2,01,A01
201400000006,0,17,000,00,0,5,01,B02
201400000006,0,07,000,00,2,1,06,A01
201400000007,0,30,000,00,0,0,01,A01
201400000008,0,07,000,07,0,3,01,A01
201400000009,0,01,000,00,2,1,01,A01
201400000009,0,14,000,00,9,2,01,B02
201400000010,0,07,000,08,0,6,01,A01
201400000011,0,07,000,00,2,1,13,A01
201400000011,0,07,000,00,2,1,01,B02
201400000012,0,07,000,00,2,7,15,A01
201400000012,0,31,000,00,2,1,01,B02
201400000013,0,07,000,00,2,0,01,A01
201400000014,0,14,000,00,0,3,10,B02
201400000014,0,31,000,00,0,1,02,A01
201400000015,0,07,000,00,2,3,01,B02
201400000015,0,10,000,00,2,3,01,C03
201400000015,0,15,000,00,2,6,01,A01
201400000016,0,07,000,02,0,1,01,A01
201400000017,0,07,000,00,2,7,01,B02
201400000017,0,07,000,00,2,1,01,A01
201400000018,0,07,000,00,2,2,02,A01
201400000018,0,01,000,00,0,4,01,B02
201400000019,0,02,000,00,2,1,01,B02
201400000019,0,07,000,00,2,2,15,A01
201400000020,0,01,000,00,0,0,01,A01
201400000021,0,21,000,00,0,6,15,B02
201400000021,0,33,000,00,2,1,01,A01
201400000022,0,01,000,00,2,1,01,B02
201400000022,0,07,000,00,2,7,15,A01
201400000023,0,10,000,00,2,3,15,A01
201400000023,0,03,000,00,2,2,01,B02
201400000024,0,07,000,00,2,1,13,A01
201400000024,0,07,000,00,2,1,01,B02
201400000025,0,07,000,00,2,1,01,B02
201400000025,0,07,000,00,2,1,13,A01
201400000026,0,33,000,00,2,1,17,A01
201400000026,0,17,000,00,2,8,01,B02
201400000027,0,33,000,00,0,1,17,A01
201400000028,0,10,000,00,2,1,01,A01
201400000028,0,07,000,00,2,7,01,B02
201400000029,0,37,011,00,2,2,02,A01
201400000029,0,07,000,00,0,6,10,B02
201400000030,0,14,000,00,2,8,01,A01
201400000030,0,01,000,00,2,8,01,B02
201400000031,0,07,000,02,0,1,01,A01
201400000032,0,10,000,00,1,2,16,A01
201400000033,0,07,000,00,2,2,17,A01
201400000033,0,01,000,00,2,3,15,B02
201400000034,0,31,000,00,0,7,01,A01
201400000035,0,07,000,00,2,7,16,A01
201400000035,0,30,000,00,2,1,01,B02
201400000036,0,07,000,00,1,1,01,A01
201400000037,0,07,000,13,0,3,13,A01
201400000038,0,07,000,00,0,5,23,A01
201400000038,0,07,000,01,0,3,01,B02
201400000039,0,33,000,01,0,1,01,A01
201400000040,0,07,000,13,0,9,01,A01
201400000041,0,07,000,00,0,5,02,B02
201400000041,0,31,000,00,2,1,02,A01
201400000042,0,07,000,00,1,3,01,A01
201400000043,0,07,000,00,1,2,01,A01
201400000044,0,33,000,13,0,7,16,A01
201400000045,1,07,000,13,0,1,14,A01
201400000046,0,07,000,00,9,1,01,B02
201400000046,0,01,000,00,2,7,19,A01
201400000047,0,36,000,00,2,1,01,B02
201400000047,0,07,000,00,2,3,19,A01
201400000048,0,07,000,00,2,1,01,C03
201400000048,0,10,000,00,2,3,13,A01
201400000048,0,10,000,00,2,8,01,B02
