Num_Acc,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
200900000001,3,125,,,2,02,7,0,0,1,1,000,052,1,0,1,00
200900000002,3,878,,,2,02,21,800,0,3,3,000,062,2,0,1,00
200900000003,3,4,,,2,03,22,524,0,1,1,047,072,2,0,1,00
200900000004,3,775,,,2,02,23,150,0,1,1,000,063,1,0,3,00
200900000005,3,41,,,2,02,13,500,0,1,1,000,040,1,0,1,00
200900000006,3,81,,,2,02,9,900,0,2,1,000,062,2,0,3,99
200900000007,3,35,,,2,00,30,0,0,2,2,000,000,7,0,1,00
200900000008,4,0,,,2,01,0,0,0,1,1,000,000,1,0,1,00
200900000009,3,723,,,3,02,44,0,0,1,1,000,000,2,0,1,00
200900000010,4,301,,,2,01,0,0,0,2,1,000,000,7,0,1,00
200900000011,4,0,,,1,00,0,0,0,2,2,000,000,1,0,1,00
200900000012,3,79,,,2,02,6,0,0,2,2,000,054,1,0,1,99
200900000013,3,42,,,2,02,50,0,0,1,1,000,060,1,0,1,00
200900000014,3,758,,,2,02,6,0,0,1,1,000,068,2,0,1,99
200900000015,9,0,,,2,02,0,0,0,1,1,000,090,2,6,1,99
200900000016,3,9,,,2,02,4,956,0,1,2,000,060,7,0,1,00
200900000017,3,16,,,2,02,35,0,0,2,3,000,066,1,0,1,99
200900000018,4,7,,,2,02,0,0,0,1,3,000,041,1,0,3,00
200900000019,3,751,,,2,02,42,300,0,1,1,000,070,1,0,1,99
200900000020,4,00000,,,2,02,32,0,0,0,1,000,060,1,0,1,99
200900000021,4,00000,,,1,01,,,0,1,1,000,040,1,0,0,00
200900000022,4,00000,,,1,03,,,0,1,1,000,069,1,0,1,99
200900000023,4,00000,,,1,01,,,0,1,1,000,102,1,5,1,03
200900000024,4,00000,,,2,03,,,0,1,1,000,248,1,0,1,00
200900000025,4,00000,,,1,00,,,0,1,1,000,000,1,0,1,00
200900000026,4,00000,,,1,02,0,100,0,2,1,000,162,1,0,1,99
200900000027,4,00000,,,2,04,,,0,2,3,010,060,1,1,1,00
200900000028,4,00000,,,1,02,,,0,1,2,000,000,2,0,1,00
200900000029,4,00000,,,1,03,,,0,1,1,000,129,1,0,0,00
200900000030,4,00000,,,2,00,,,0,1,1,000,073,1,0,1,00
200900000031,4,00000,,,1,02,,,0,3,2,000,070,1,3,1,00
200900000032,4,00000,,,1,01,,,0,1,2,000,350,2,0,1,00
200900000033,4,00000,,,1,01,,,0,1,1,000,000,1,5,1,00
200900000034,4,00000,,,1,03,,,0,1,1,030,045,1,0,1,99
200900000035,4,00000,,,2,02,,,0,1,1,000,171,1,0,1,99
200900000036,4,00000,,,2,02,,,0,1,1,120,100,1,0,1,00
200900000037,4,00000,,,2,02,,,0,2,1,000,082,1,0,1,00
200900000038,4,00000,,,1,03,,,0,1,1,000,100,2,0,1,00
200900000039,4,00000,,,1,01,,,0,1,1,000,075,1,0,1,00
200900000040,4,00000,,,1,03,,,0,1,1,000,200,1,0,1,00
200900000041,4,00000,,,1,02,,,0,1,1,000,000,2,0,1,99
200900000042,4,00000,,,2,01,,,0,1,1,010,120,1,0,1,00
200900000043,4,00000,,,2,01,,,0,1,1,000,100,2,0,1,00
200900000044,4,00000,,,2,04,,,0,1,1,000,120,1,0,4,00
200900000045,4,00000,,,1,02,,,0,2,1,000,000,5,0,1,99
200900000046,4,00000,,,2,00,,,3,2,0,000,000,1,6,1,99
200900000047,4,00000,,,1,02,,,0,2,1,000,060,1,0,1,00
200900000048,4,00000,,,1,02,,,0,2,1,010,045,2,0,1,00
200900000049,4,00000,,,1,01,,,0,2,1,000,064,2,0,1,00
200900000050,4,00000,,,1,01,,,0,1,1,000,000,2,0,1,00
200900000051,4,00000,,,1,02,,,0,1,1,010,070,1,0,1,99
200900000052,4,00000,,,1,01,,,0,1,1,000,055,1,0,1,99
200900000053,4,00000,,,1,03,,,0,1,1,000,104,2,0,1,00
200900000054,4,00000,,,1,03,,,1,1,0,000,106,1,0,1,00
200900000055,4,00000,,,1,01,,,0,1,1,000,000,1,0,1,99
200900000056,4,00000,,,1,02,,,0,1,1,000,000,2,0,1,03
200900000057,4,00000,,,1,02,,,0,1,1,079,071,2,0,1,99
200900000058,4,00000,,,2,02,,,0,1,1,000,350,1,0,1,99
200900000059,4,00000,,,2,04,,,0,1,1,000,100,1,0,1,00
200900000060,4,00000,,,2,04,,,0,2,1,000,186,2,0,1,00
200900000061,4,00000,,,0,03,,,0,1,1,000,100,2,0,1,99
200900000062,4,00000,,,2,04,,,0,1,1,000,130,1,0,1,99
200900000063,4,00000,,,1,02,,,3,1,1,000,055,1,0,1,00
200900000064,4,00000,,,2,,,,3,1,1,000,000,1,5,1,00
200900000065,4,00000,,,2,02,,,0,1,1,000,098,7,0,1,00
200900000066,4,00000,,,2,04,,,0,1,1,000,000,1,0,1,00
200900000067,4,00000,,,2,02,,,0,1,1,000,000,7,0,1,99
200900000068,4,00000,,,2,,,,0,1,1,000,000,1,0,1,03
200900000069,4,00000,,,2,04,,,0,2,1,000,110,2,0,1,00
200900000070,4,00000,,,1,04,,,0,2,1,000,200,2,5,1,00
200900000071,4,00000,,,3,02,,,0,1,1,000,140,5,0,1,00
200900000072,4,00000,,,2,01,,,0,3,1,000,000,7,0,1,00
200900000073,4,00000,,,1,02,,,0,1,1,000,080,2,0,1,99
200900000074,4,00000,,,2,02,,,0,1,1,000,000,1,0,1,00
200900000075,4,00000,,,2,02,,,0,1,1,000,000,2,0,1,00
200900000076,4,00000,,,1,02,,,0,1,1,000,086,1,0,1,03
200900000077,4,00000,,,1,00,,,0,1,1,000,000,1,0,1,03
200900000078,4,00000,,,1,01,,,0,1,1,000,039,1,0,1,00
200900000079,4,00000,,,2,01,,,0,2,1,000,060,1,0,1,03
200900000080,4,00000,,,1,02,,,0,1,1,000,100,1,0,1,00
200900000081,4,00000,,,2,,,,0,4,1,010,150,2,0,1,03
200900000082,4,00000,,,2,02,,,0,1,1,000,070,1,0,1,00
200900000083,4,00000,,,1,01,,,0,1,1,015,080,2,0,1,00
200900000084,4,00000,,,1,01,,,0,1,0,000,000,0,5,1,03
200900000085,4,00000,,,3,02,,,0,1,1,000,102,2,0,1,99
200900000086,4,00000,,,2,04,,,0,1,1,000,180,9,0,1,00
200900000087,4,00000,,,0,00,,,0,0,0,000,000,0,0,0,00
200900000088,4,00000,,,1,01,,,0,1,1,000,000,2,0,1,00
200900000089,4,00000,,,1,02,,,0,1,1,000,095,1,0,1,00
200900000090,4,00000,,,2,,,,0,1,1,000,000,2,0,1,00
200900000091,4,00000,,,3,03,,,0,1,1,000,145,1,0,1,00
200900000092,4,00000,,,0,01,,,0,1,0,000,035,0,0,0,00
200900000093,4,00000,,,1,04,,,0,1,1,000,137,1,0,1,99
200900000094,4,00000,,,2,,,,0,1,1,025,265,1,0,1,00
200900000095,4,00000,,,2,02,,,0,1,3,000,100,1,0,1,00
200900000096,4,00000,,,1,01,,,0,1,1,000,000,1,0,1,99
200900000097,4,00000,,,1,00,,,0,1,1,000,175,1,0,1,99
200900000098,4,00000,,,0,00,15,0,0,1,1,000,000,7,0,4,00
200900000099,4,00000,,,1,01,,,0,1,1,000,100,7,0,1,00
200900000100,4,00000,,,1,01,,,0,1,1,000,070,1,0,1,03
200900000101,4,00000,,,2,02,,,0,1,1,000,062,2,0,1,00
200900000102,4,00000,,,1,,,,0,0,0,000,116,2,0,1,00
200900000103,4,00000,,,1,02,,,0,1,1,000,060,1,0,1,00
200900000104,4,00000,,,1,01,,,0,1,1,000,040,1,0,1,99
200900000105,4,00000,,,1,05,,,0,1,1,007,170,1,0,1,00
200900000106,4,00000,,,1,03,,,0,1,0,000,076,0,0,1,00
200900000107,4,00000,,,2,04,,,0,1,1,000,124,1,0,1,00
200900000108,4,00000,,,2,02,,,0,1,1,000,000,1,0,1,99
200900000109,4,00000,,,0,00,,,0,1,1,000,000,2,0,2,00
200900000110,4,00000,,,1,01,,,0,1,1,000,000,1,0,1,00
200900000111,4,00000,,,1,01,,,0,1,1,000,030,1,0,1,00
200900000112,4,00000,,,3,02,,,0,1,0,000,142,1,0,1,00
200900000113,4,00000,,,2,02,,,0,1,1,000,200,2,0,1,00
200900000114,4,00000,,,1,02,,,0,1,1,000,000,1,0,1,00
200900000115,4,00000,,,2,02,,,0,1,1,000,110,1,0,1,99
200900000116,4,00000,,,2,02,,,3,2,1,020,100,1,0,1,00
200900000117,4,00000,,,2,04,,,0,1,1,020,142,1,0,1,99
